Tire Brand,Tire Size,Condition,Location,Latitude,Longitude,Pincode,Recycling Date,Tire Type,Recycling Method,Recycled Product,Recycling Facility
Michelin,225/45R17,Used,Vishrantwadi,-1.3327345,-146.360466,25363,2023-07-13,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Bridgestone,225/50R17,Scrap,Hinjewadi,59.346087,-176.259061,18728,2023-08-22,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Michelin,215/60R16,Used,Koregaon Park,-81.160676,116.292209,19379,2023-08-15,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Continental,205/55R16,Used,Vishrantwadi,72.016630,32.326741,44596,2023-05-23,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Bridgestone,225/45R17,Used,Shivajinagar,14.9556325,-37.084984,19630,2022-10-04,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Pirelli,225/50R17,Scrap,Bavdhan,-30.2726885,-104.338598,61170,2023-04-11,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,215/60R16,Used,Kothrud,48.8263905,109.636760,80737,2023-03-29,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Pirelli,235/45R17,Scrap,Shivajinagar,44.7654855,-167.174814,17168,2023-03-17,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Bridgestone,225/50R17,Scrap,Camp,13.956322,-15.718661,01328,2023-02-24,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,215/60R16,Used,Shivane,29.120522,-99.780877,29635,2023-07-12,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Pirelli,235/45R17,Used,Magarpatta City,44.0702435,-51.807688,60704,2023-02-11,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Continental,225/50R17,Used,Camp,-35.836633,-138.776965,39795,2023-08-30,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Continental,225/50R17,Scrap,Shivajinagar,23.1490135,40.766345,17549,2023-08-23,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Pirelli,205/55R16,Used,Koregaon Park,82.6896295,-67.032257,78411,2023-07-24,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Goodyear,225/50R17,Scrap,Deccan,82.481275,-154.247487,64291,2022-12-31,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,215/60R16,Scrap,Bavdhan,20.580615,-95.556841,89132,2022-11-03,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Michelin,235/45R17,Scrap,Deccan,-70.6368835,70.733101,57375,2023-02-20,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,225/45R17,Scrap,Vishrantwadi,-21.213601,42.460251,58336,2023-03-01,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Goodyear,225/50R17,Used,Shivajinagar,56.0594755,-175.893396,85854,2023-08-21,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Bridgestone,235/45R17,Used,Vishrantwadi,27.1212715,-136.217307,64306,2023-02-20,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Goodyear,205/55R16,Used,Hinjewadi,82.490311,145.253324,69032,2023-06-30,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Continental,225/50R17,Used,Kharadi,18.8434245,5.293770,05126,2023-02-19,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Goodyear,235/45R17,Used,Magarpatta City,75.202994,118.806033,25216,2023-01-16,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,225/45R17,Used,Shivane,-58.4886215,179.137357,88458,2023-03-27,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Continental,205/55R16,Scrap,Magarpatta City,16.5817505,-10.806423,32945,2023-08-15,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Goodyear,205/55R16,Scrap,Kothrud,4.407259,-116.833659,24381,2023-01-10,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,215/60R16,Scrap,Hadapsar,-47.128508,-17.465470,63477,2023-03-13,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,205/55R16,Scrap,Deccan,-62.366766,-56.495964,54362,2022-11-21,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Michelin,225/50R17,Scrap,Bavdhan,-1.768976,-100.000156,99912,2022-10-30,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Continental,225/50R17,Scrap,Magarpatta City,-22.203570,59.787885,94768,2023-07-26,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Continental,225/45R17,Scrap,Kharadi,2.8108575,135.379103,71642,2023-09-17,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Bridgestone,235/45R17,Scrap,Kalyani Nagar,-5.308320,-117.517568,35381,2023-01-06,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Pirelli,225/45R17,Scrap,Camp,-16.2245215,121.988378,93108,2023-08-24,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Bridgestone,205/55R16,Scrap,Kalyani Nagar,-31.221494,-2.931566,33516,2023-04-03,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Michelin,205/55R16,Scrap,Hadapsar,36.5334125,165.933268,95243,2023-05-29,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Michelin,225/50R17,Scrap,Kalyani Nagar,88.029264,43.310605,52411,2023-03-07,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Pirelli,225/45R17,Scrap,Kothrud,74.4250825,-7.528108,76914,2022-10-19,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Bridgestone,225/50R17,Used,Camp,-12.2562085,75.516747,42969,2023-01-21,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,215/60R16,Scrap,Deccan,-56.627065,34.466233,93735,2023-02-13,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Goodyear,235/45R17,Used,Bavdhan,80.7628395,30.561982,51054,2023-05-25,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Continental,235/45R17,Used,Vishrantwadi,5.144292,-175.122792,45728,2023-05-13,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Michelin,215/60R16,Used,Kharadi,10.171674,-49.505801,47451,2023-09-22,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Goodyear,225/45R17,Used,Shivane,17.202097,-142.321644,01840,2023-06-08,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Michelin,225/50R17,Used,Kharadi,-82.636264,-4.549704,54508,2023-03-19,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Pirelli,225/45R17,Scrap,Hinjewadi,-9.3826195,118.984712,50086,2022-09-30,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,215/60R16,Scrap,Hadapsar,73.1196865,46.097746,71013,2022-11-30,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Pirelli,225/45R17,Scrap,Deccan,-15.6558345,-158.014988,17161,2022-11-27,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,235/45R17,Used,Hinjewadi,66.780217,147.308978,52448,2023-02-07,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Bridgestone,235/45R17,Used,Vishrantwadi,7.7514615,101.713115,54429,2022-09-27,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Goodyear,235/45R17,Used,Aundh,-19.567834,-123.712264,57845,2023-06-17,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Continental,235/45R17,Scrap,Koregaon Park,-31.9709235,111.634212,94086,2023-06-27,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Michelin,225/45R17,Scrap,Kharadi,-59.4517405,-55.454474,26243,2022-10-27,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,235/45R17,Scrap,Kothrud,-5.556998,166.520339,53024,2023-08-26,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Michelin,205/55R16,Scrap,Bavdhan,77.2872865,7.847329,78463,2023-06-20,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Goodyear,225/45R17,Scrap,Hinjewadi,71.1429875,-11.561875,58230,2022-12-29,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Michelin,235/45R17,Scrap,Bavdhan,49.962756,2.311845,19016,2023-02-15,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Pirelli,215/60R16,Scrap,Shivane,-36.2217775,116.215793,83249,2022-11-03,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,235/45R17,Used,Aundh,-21.4705685,158.589985,44353,2023-08-31,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,205/55R16,Scrap,Camp,-13.990229,-158.237921,74317,2022-12-23,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Bridgestone,225/45R17,Used,Aundh,-42.7708625,-65.459274,21316,2023-06-27,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,205/55R16,Scrap,Magarpatta City,-4.750120,-124.357035,19785,2023-02-05,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Michelin,235/45R17,Used,Kharadi,-84.6023175,22.477073,31033,2023-01-23,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,205/55R16,Scrap,Vishrantwadi,27.946638,-27.816859,49576,2023-07-17,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Michelin,215/60R16,Scrap,Magarpatta City,86.7294665,54.492029,08931,2023-06-18,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Bridgestone,225/50R17,Used,Hinjewadi,49.8116925,-111.394473,95458,2023-06-23,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Michelin,225/50R17,Scrap,Aundh,-68.117417,106.294038,17148,2022-10-25,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Continental,225/50R17,Scrap,Bavdhan,-32.2636445,-108.957936,02422,2023-01-19,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Continental,215/60R16,Scrap,Kalyani Nagar,-55.7501095,3.852286,29597,2023-04-13,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Michelin,225/45R17,Used,Vishrantwadi,-55.360343,12.789348,37610,2023-08-23,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Continental,215/60R16,Used,Koregaon Park,-51.686101,35.065052,98329,2023-08-17,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Continental,225/45R17,Scrap,Deccan,-31.9945755,6.084824,73934,2023-07-18,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Michelin,215/60R16,Scrap,Hadapsar,86.3552565,43.887202,27875,2023-03-03,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Bridgestone,225/45R17,Scrap,Hinjewadi,69.0239275,154.649194,24541,2023-09-13,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Continental,205/55R16,Used,Shivajinagar,-50.6367225,177.683809,17139,2023-04-02,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Pirelli,205/55R16,Scrap,Shivajinagar,-41.3120035,131.697548,84816,2023-08-12,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Continental,225/50R17,Used,Hadapsar,65.4750135,-125.686238,32507,2022-10-07,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Continental,205/55R16,Used,Kharadi,34.4009835,-137.573399,65974,2023-06-18,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Bridgestone,215/60R16,Scrap,Kothrud,-57.621201,127.536057,47515,2022-10-25,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Bridgestone,215/60R16,Scrap,Kothrud,-86.890863,-88.012911,16592,2023-01-27,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Michelin,225/50R17,Scrap,Shivajinagar,-80.612681,13.687369,98403,2023-09-12,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,205/55R16,Scrap,Bavdhan,12.989335,22.839516,04137,2023-05-15,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Continental,215/60R16,Used,Deccan,-58.855621,-57.386198,74351,2023-04-25,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Michelin,235/45R17,Used,Aundh,-39.8527465,67.103367,56498,2023-01-24,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Goodyear,215/60R16,Scrap,Shivane,40.8592305,-58.429339,94016,2023-07-21,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,225/50R17,Scrap,Hinjewadi,8.1010705,116.528908,68273,2023-02-07,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Bridgestone,225/45R17,Used,Magarpatta City,19.762681,-74.524460,04343,2023-06-12,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Michelin,225/45R17,Used,Shivane,-31.7039885,47.525897,96460,2023-02-02,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Goodyear,225/50R17,Used,Kothrud,81.6498385,8.268332,34045,2023-04-03,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Bridgestone,205/55R16,Used,Kharadi,-86.6798595,-165.641155,52258,2023-01-05,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Pirelli,225/50R17,Used,Shivane,-13.3808905,-43.680482,50942,2022-12-16,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Continental,225/50R17,Used,Shivane,29.5330975,179.357963,96328,2023-07-25,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Continental,225/50R17,Scrap,Aundh,63.0911395,126.132883,01261,2023-09-14,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Michelin,225/45R17,Scrap,Hadapsar,-37.9192745,171.696732,75109,2022-12-01,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Bridgestone,205/55R16,Used,Shivane,-55.3180375,13.397383,07237,2022-10-17,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Pirelli,225/45R17,Scrap,Hinjewadi,82.2654655,-151.975751,10958,2022-10-01,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Michelin,205/55R16,Scrap,Koregaon Park,6.1316995,44.019730,13461,2023-07-04,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Pirelli,205/55R16,Scrap,Kothrud,53.8079875,-4.889287,71885,2022-12-19,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,235/45R17,Scrap,Camp,-66.3985965,-134.383702,46661,2023-09-08,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Bridgestone,225/45R17,Scrap,Shivajinagar,-14.883387,53.449138,19727,2023-02-14,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Goodyear,225/50R17,Used,Deccan,-7.369898,-135.983547,34801,2023-06-15,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,225/45R17,Scrap,Hadapsar,33.6001235,-127.101669,70331,2023-09-10,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Goodyear,215/60R16,Used,Hinjewadi,-71.008144,33.511521,51347,2023-03-29,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Michelin,225/50R17,Scrap,Hinjewadi,-31.3031585,121.104151,84904,2023-05-18,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Michelin,235/45R17,Used,Magarpatta City,-65.316951,30.072219,06293,2023-06-24,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,215/60R16,Used,Hinjewadi,2.0351785,-45.880731,43186,2023-03-13,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,225/45R17,Used,Kalyani Nagar,-72.642030,-59.767926,37549,2022-10-14,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,235/45R17,Used,Kharadi,-61.8710565,-175.062019,41740,2023-09-23,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Michelin,225/45R17,Scrap,Kalyani Nagar,67.795223,153.578274,70628,2022-11-04,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,215/60R16,Used,Koregaon Park,32.950076,-31.306848,76541,2023-03-17,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Bridgestone,225/50R17,Used,Kalyani Nagar,-57.6866025,-23.806511,30217,2023-05-29,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Continental,225/50R17,Used,Hinjewadi,-55.629090,-19.580382,85303,2023-01-24,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,205/55R16,Scrap,Hadapsar,15.662669,133.788384,27358,2022-12-06,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,235/45R17,Used,Shivajinagar,2.148510,-66.244092,61880,2023-08-26,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,205/55R16,Used,Vishrantwadi,85.8612555,70.440487,40584,2022-10-12,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Michelin,225/50R17,Used,Shivane,-6.892843,-47.756778,35528,2023-07-19,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Goodyear,205/55R16,Scrap,Shivajinagar,-35.3762155,-22.808225,80716,2023-07-24,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Goodyear,205/55R16,Used,Kharadi,42.3319845,82.725113,51914,2023-04-23,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,235/45R17,Used,Deccan,72.1959825,95.948216,33765,2022-10-26,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Bridgestone,235/45R17,Used,Kothrud,-79.6560635,-1.145829,13020,2023-07-03,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Pirelli,215/60R16,Scrap,Shivajinagar,-57.0564645,146.161003,81444,2023-02-24,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Continental,205/55R16,Scrap,Hadapsar,-3.582833,-94.073730,08141,2022-10-18,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Goodyear,215/60R16,Scrap,Koregaon Park,-48.1045065,-51.621923,69829,2023-05-15,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Michelin,205/55R16,Used,Deccan,32.2950595,33.974799,08683,2023-07-23,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Continental,235/45R17,Used,Vishrantwadi,-83.949388,-164.909435,18555,2023-05-20,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Bridgestone,225/50R17,Used,Bavdhan,31.9876065,129.676022,62582,2023-07-05,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Michelin,235/45R17,Used,Camp,-9.0419845,78.048680,95804,2023-07-16,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,205/55R16,Used,Camp,83.508148,-178.615481,15913,2023-07-12,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Goodyear,225/45R17,Scrap,Hadapsar,41.0399515,-171.065965,77350,2022-10-04,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Pirelli,225/45R17,Scrap,Deccan,10.2711775,-142.391432,41457,2023-09-10,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,225/50R17,Scrap,Kalyani Nagar,36.774771,113.714524,41665,2022-11-26,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,205/55R16,Used,Vishrantwadi,-57.394494,61.242257,37858,2023-03-31,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Continental,235/45R17,Used,Vishrantwadi,69.366202,-96.686176,76320,2023-04-30,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Bridgestone,235/45R17,Used,Magarpatta City,83.599468,-157.015322,99893,2023-01-31,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Bridgestone,205/55R16,Used,Hinjewadi,-1.461386,-103.302894,43549,2023-03-26,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,225/45R17,Scrap,Magarpatta City,-20.1909185,160.512457,21160,2022-11-28,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Pirelli,235/45R17,Used,Hadapsar,43.6170785,79.533464,33457,2023-07-05,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Pirelli,205/55R16,Used,Kalyani Nagar,33.8172545,14.797206,65609,2023-02-24,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,235/45R17,Scrap,Hadapsar,60.0135005,106.269693,73069,2023-07-05,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Bridgestone,225/50R17,Used,Kalyani Nagar,36.7533325,-175.664638,56906,2022-11-19,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Bridgestone,205/55R16,Scrap,Deccan,43.143534,-64.632083,31775,2023-06-15,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Bridgestone,225/50R17,Scrap,Kothrud,-63.802395,82.921647,01111,2022-10-14,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Continental,225/50R17,Scrap,Shivajinagar,-70.2836775,43.273180,64749,2022-10-24,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Michelin,225/45R17,Scrap,Kalyani Nagar,81.8899815,-166.157489,04491,2023-08-15,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,215/60R16,Scrap,Hadapsar,72.172157,147.917888,33085,2023-07-27,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,215/60R16,Scrap,Aundh,40.200759,150.981767,34275,2022-12-27,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,205/55R16,Used,Hinjewadi,-63.123794,116.819015,19369,2023-03-29,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Michelin,205/55R16,Scrap,Hadapsar,86.936460,-135.953699,83126,2023-03-29,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Bridgestone,225/50R17,Used,Shivane,-31.3588145,-153.483569,77881,2022-11-11,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,205/55R16,Used,Vishrantwadi,-41.964750,-115.563442,15934,2022-10-26,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Bridgestone,205/55R16,Scrap,Deccan,51.8162925,67.823936,95465,2022-11-27,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Bridgestone,235/45R17,Scrap,Koregaon Park,-39.886245,-139.754440,80695,2023-02-10,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Continental,225/50R17,Used,Kharadi,-21.053826,-56.747470,16368,2023-08-17,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Continental,235/45R17,Scrap,Kharadi,-85.5994375,-68.537121,68312,2023-07-12,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Goodyear,235/45R17,Used,Camp,-17.9075585,143.816981,31408,2023-02-14,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Continental,215/60R16,Used,Aundh,3.743013,70.325283,80048,2023-09-20,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Continental,225/45R17,Used,Kharadi,34.303185,100.614402,33465,2023-06-26,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Continental,225/50R17,Scrap,Aundh,5.715339,-163.082234,68719,2022-10-13,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Michelin,225/50R17,Scrap,Camp,42.820682,-108.560101,30434,2022-10-23,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Continental,225/50R17,Used,Shivane,-33.2037015,-98.679154,65217,2022-09-28,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Pirelli,225/50R17,Scrap,Hadapsar,18.987978,77.812012,50796,2023-04-25,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Goodyear,205/55R16,Used,Koregaon Park,-58.7850165,-119.913647,94801,2023-04-27,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Goodyear,205/55R16,Scrap,Vishrantwadi,76.0021745,-75.130921,43616,2022-10-24,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Goodyear,215/60R16,Scrap,Hadapsar,35.913832,-133.056472,11227,2023-05-04,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Continental,225/45R17,Scrap,Bavdhan,-42.3562695,-112.796943,28753,2022-11-11,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,225/50R17,Scrap,Hinjewadi,59.0519495,-105.828186,86135,2023-05-06,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Continental,205/55R16,Used,Aundh,-41.6050025,9.931801,16283,2023-08-13,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Pirelli,205/55R16,Used,Shivane,-56.650484,24.475391,61266,2022-11-07,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Continental,235/45R17,Scrap,Kothrud,76.0751485,162.982446,59104,2023-07-02,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,225/45R17,Scrap,Kharadi,-57.1095075,54.629357,93937,2023-07-23,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,225/50R17,Used,Kothrud,-29.2670475,178.162400,63152,2022-10-11,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Continental,225/45R17,Used,Shivajinagar,58.784645,131.613268,91575,2023-07-17,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,215/60R16,Scrap,Kalyani Nagar,-1.076796,-126.362771,89790,2022-11-10,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Michelin,215/60R16,Used,Kalyani Nagar,-83.136933,-89.146688,31369,2023-04-20,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,225/50R17,Used,Deccan,-36.314117,-90.714335,18452,2023-04-16,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
