S.No,Tire Brand,Tire Size,Condition,Location,Latitude,Longitude,Pincode,Recycling Date,Tire Type,Recycling Method,Recycled Product,Recycling Facility,Tread_Depths,Odometer_Reading,Age,DOT Date Code
2545,Continental,235/45R17,Scrap,Unknown,18.8674745,91.48615902,6199,21-09-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0.57,23584,2,DOTABCD12343523
2546,Pirelli,205/55R16,Scrap,"Pandhurna Tahsil, Chhindwara District, Madhya Pradesh, India",21.82854594,78.58100005,20018,03-08-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,1.91,64434,4,DOTEFGH90124822
2547,Michelin,205/55R16,Used,Unknown,13.8287702,85.84074186,36734,30-06-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,1.86,48044,4,DOTMNOP78901520
2548,Pirelli,235/45R17,Used,"Pureni, Guna Tahsil, Guna District, Madhya Pradesh, India",24.72974436,77.40650194,80391,07-06-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,1.61,37599,12,DOTWXYZ56780124
2549,Bridgestone,225/50R17,Scrap,India,13.70787225,80.47679021,21534,18-03-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0.63,8303,3,DOTEFGH90124822
2550,Bridgestone,225/50R17,Used,"Narasapurapupeta - Katravulapalli Road, Bikkavolu, Biccavolu, East Godavari District, Andhra Pradesh, 533343, India",16.95290993,82.05729694,68118,28-04-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,1.34,77956,10,DOTMNOP78901520
2551,Goodyear,225/50R17,Scrap,"Dubadi, Kankad Kheda, Kalapipal Tahsil, Shajapur District, Madhya Pradesh, 465337, India",23.29241703,76.90349763,97121,01-05-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,1.95,54467,11,DOTWXYZ56780124
2552,Michelin,205/55R16,Used,India,13.32736698,80.58948691,8844,10-03-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,1.78,61820,2,DOTABCD12343523
2553,Bridgestone,215/60R16,Used,Unknown,14.33993687,90.59803895,58418,30-03-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,0.23,72041,1,DOTEFGH90124822
2554,Michelin,235/45R17,Used,"Manpur Tahsil, Umaria District, Madhya Pradesh, India",23.58069843,81.01812716,21853,12-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,1.37,74435,12,DOTMNOP78901520
2555,Goodyear,225/50R17,Used,"Kalimela, Malkangiri District, Odisha, 764047, India",18.19159387,81.82218289,55516,24-03-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,1.55,40934,3,DOTEFGH90124822
2556,Bridgestone,215/60R16,Scrap,Unknown,11.83928483,88.2455509,28475,10-11-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,0.44,79877,4,DOTWXYZ56780124
2557,Pirelli,235/45R17,Used,Unknown,14.60843213,89.27777947,44042,27-03-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0.46,35946,1,DOTEFGH90124822
2558,Pirelli,235/45R17,Used,"Sonepur, Saran District, Bihar, India",25.64634264,85.18839261,79783,26-07-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,0.41,49721,7,DOTWXYZ56780124
2559,Continental,225/50R17,Scrap,Unknown,13.29978375,88.13328641,29640,29-11-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0.59,41494,1,DOTWXYZ56780124
2560,Pirelli,225/50R17,Scrap,Unknown,15.21513808,91.90506428,36523,03-08-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0.27,5329,8,DOTMNOP78901520
2561,Bridgestone,215/60R16,Scrap,Unknown,14.84088894,85.46009946,72091,13-07-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,0.27,21056,6,DOTMNOP78901520
2562,Continental,235/45R17,Used,Unknown,15.42768342,82.05700783,55026,08-12-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,1.65,6869,2,DOTABCD12343523
2563,Bridgestone,215/60R16,Used,Unknown,21.10025002,89.49257017,22880,31-05-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,2,61469,3,DOTMNOP78901520
2564,Michelin,225/50R17,Used,"Makkatola, Salekasa Taluka, Gondiya, Maharashtra, India",21.24626411,80.42918793,42312,25-01-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,1.29,38826,1,DOTMNOP78901520
2565,Pirelli,205/55R16,Used,Unknown,15.58551107,87.8388767,4854,24-12-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,1.66,9618,9,DOTWXYZ56780124
2566,Michelin,205/55R16,Used,"Shekharrao Banjarupalle, Perumandla Gadda, Narayanaraopet, Siddipet District, Telangana, India",18.24145506,78.79019661,96767,29-10-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0.62,59404,1,DOTIJKL34562719
2567,Bridgestone,215/60R16,Scrap,"Boichi Road, Pandua, Hooghly District, West Bengal, 712426, India",23.01615531,88.23851705,68109,20-04-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0.18,21322,11,DOTABCD12343523
2568,Goodyear,225/50R17,Used,"Mudukulathur, Ramanathapuram District, Tamil Nadu, India",9.267379188,78.56838064,21698,14-06-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0.66,26899,3,DOTWXYZ56780124
2569,Goodyear,235/45R17,Used,"Toruvalur, Ramanathapuram, Ramanathapuram District, Tamil Nadu, India",9.42034145,78.83502621,60643,29-09-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,1.74,5919,10,DOTABCD12343523
2570,Pirelli,205/55R16,Scrap,Unknown,21.1723302,91.00228481,21614,08-02-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0.93,75985,11,DOTWXYZ56780124
2571,Pirelli,225/50R17,Scrap,"Mirkutia, চৌহালি উপজেলা, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, 1936, বাংলাদেশ",24.11657055,89.79619739,61834,13-01-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,1.19,54262,3,DOTIJKL34562719
2572,Bridgestone,215/60R16,Scrap,Unknown,12.93749381,86.74736261,88188,27-08-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0.52,10647,8,DOTEFGH90124822
2573,Pirelli,235/45R17,Scrap,"Kundurivaripalem, Muppalla, Palnadu District, Andhra Pradesh, India",16.2926584,80.09029091,42038,06-10-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,1.65,61133,10,DOTWXYZ56780124
2574,Michelin,225/50R17,Used,Unknown,8.951237633,82.60272151,93819,04-08-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,1.06,79688,8,DOTIJKL34562719
2575,Michelin,225/50R17,Scrap,"Mohanpur Kalan, Salpur Kalan, Sironj Tahsil, Vidisha District, Madhya Pradesh, India",24.26906319,77.86162341,90302,11-11-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0.6,21890,9,DOTIJKL34562719
2576,Michelin,205/55R16,Scrap,"Kelambakkam, Tiruporur, Chengalpattu District, Tamil Nadu, 603103, India",12.7493239,80.28230985,77492,08-04-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,1.26,40901,1,DOTWXYZ56780124
2577,Pirelli,215/60R16,Used,Unknown,18.5646888,85.96675252,87233,16-09-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,1.39,27153,8,DOTIJKL34562719
2578,Pirelli,205/55R16,Used,Unknown,12.08385875,85.09151043,1103,25-10-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0.41,31337,7,DOTIJKL34562719
2579,Bridgestone,205/55R16,Scrap,ශ්‍රී ලංකාව இலங்கை,9.539288003,79.42745251,19803,07-12-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0.91,12979,12,DOTEFGH90124822
2580,Pirelli,225/50R17,Used,"Marriguda mandal, Nalgonda District, Telangana, India",16.99793663,78.91330434,20920,07-01-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,1,16077,8,DOTMNOP78901520
2581,Continental,235/45R17,Used,"Surakkundu, Melur, Madurai District, Tamil Nadu, 625106, India",10.02344515,78.31416152,96761,31-05-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0.55,58079,2,DOTMNOP78901520
2582,Pirelli,205/55R16,Used,Unknown,9.155374877,82.97472918,13236,09-06-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0.86,42372,10,DOTMNOP78901520
2583,Michelin,235/45R17,Scrap,Unknown,18.22830195,84.9217672,73165,24-06-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0.79,35737,12,DOTWXYZ56780124
2584,Goodyear,235/45R17,Scrap,"বগুড়া জেলা, রাজশাহী বিভাগ, বাংলাদেশ",24.98457446,89.57792205,37708,24-03-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0.23,27143,9,DOTWXYZ56780124
2585,Goodyear,215/60R16,Used,"Khajoi, Shahbad Tehsil, Baran District, Rajasthan, India",25.20027997,76.94178659,84208,27-01-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,1.12,58039,10,DOTABCD12343523
2586,Bridgestone,225/50R17,Scrap,"Podia, Malkangiri District, Odisha, 494122, India",18.16415674,81.58464011,99877,07-06-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,1.23,44401,10,DOTWXYZ56780124
2587,Pirelli,215/60R16,Used,Unknown,14.29186222,84.33092738,83440,09-12-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0.22,54491,6,DOTMNOP78901520
2588,Pirelli,205/55R16,Used,"Bhairamgarh Tahsil, Bijapur District, Chhattisgarh, India",19.2779942,80.93269107,72501,29-07-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0.17,72583,7,DOTWXYZ56780124
2589,Pirelli,235/45R17,Scrap,"Thaandaampalayam, Sathyamangalam, Erode District, Tamil Nadu, 638451, India",11.5389969,77.17860484,6275,24-07-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0.54,23292,1,DOTMNOP78901520
2590,Bridgestone,215/60R16,Used,"MD3315, Soghagpur, Sohagpur Tahsil, Narmadapuram District, Madhya Pradesh, 461771, India",22.74904411,78.1836712,3578,06-01-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,1.28,49572,10,DOTEFGH90124822
2591,Goodyear,205/55R16,Scrap,"Narsimhapur Tahsil, Narsinghpur District, Madhya Pradesh, India",22.78631288,79.49333265,7254,18-07-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,1.77,43109,7,DOTIJKL34562719
2592,Goodyear,235/45R17,Scrap,"South Salmara, South Salmara-Mankachar District, Assam, India",25.78755015,89.90895129,37900,07-11-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,1.24,12071,1,DOTEFGH90124822
2593,Michelin,205/55R16,Used,"Manappadu, Tiruchendur, Thoothukudi District, Tamil Nadu, 628206, India",8.349066661,78.05703047,85249,08-07-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,1.87,70039,10,DOTEFGH90124822
2594,Goodyear,215/60R16,Used,"Banda, Banda District, Uttar Pradesh, 210001, India",25.45416584,80.22995389,66775,27-11-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,0.2,61838,5,DOTIJKL34562719
2595,Pirelli,225/50R17,Used,Unknown,18.8452399,89.62822219,90791,27-09-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0.82,17163,5,DOTABCD12343523
2596,Goodyear,225/50R17,Scrap,"Singanahalli, Madhugiri taluk, Tumakuru District, Karnataka, 572127, India",13.76098639,77.40793683,49900,22-07-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,0.92,42536,12,DOTMNOP78901520
2597,Bridgestone,225/50R17,Used,Unknown,15.36005371,87.0562224,52002,27-09-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,0.01,42981,7,DOTWXYZ56780124
2598,Bridgestone,235/45R17,Used,"Ragunathpally mandal, Jangaon District, Telangana, 506244, India",17.7882841,79.22053738,5344,03-06-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0.03,77770,9,DOTWXYZ56780124
2599,Goodyear,235/45R17,Used,Unknown,17.11591172,85.60837186,27010,18-02-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,1.24,26578,7,DOTEFGH90124822
2600,Bridgestone,215/60R16,Scrap,"Puducherry, Puducherry Taluk, Puducherry District, Puducherry, 605001, India",11.83040457,79.91444717,29893,24-01-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0.66,18800,6,DOTABCD12343523
2601,Michelin,205/55R16,Scrap,Unknown,15.48755444,90.63541985,1201,09-01-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,1.93,41757,1,DOTABCD12343523
2602,Goodyear,225/50R17,Used,Unknown,14.13269958,87.33924331,97377,14-12-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,1.21,78935,6,DOTIJKL34562719
2603,Bridgestone,215/60R16,Scrap,"Giridih, Giridih District, Jharkhand, India",24.1738445,86.23530877,20038,02-06-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,0.74,12599,1,DOTEFGH90124822
2604,Michelin,225/50R17,Scrap,Unknown,19.68263134,90.40252181,6234,22-04-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,1.1,13767,7,DOTABCD12343523
2605,Michelin,215/60R16,Used,Unknown,20.22819079,87.62795182,85747,09-03-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0.58,17450,4,DOTMNOP78901520
2606,Goodyear,205/55R16,Used,"Dindori Tahsil, Dindori District, Madhya Pradesh, India",22.6524476,81.21832775,10507,27-01-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,1.88,36010,3,DOTABCD12343523
2607,Pirelli,235/45R17,Used,Unknown,16.99370183,91.00087299,29536,14-01-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,1.47,22416,8,DOTEFGH90124822
2608,Pirelli,235/45R17,Used,Unknown,19.92764172,91.73822372,6091,01-06-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,1.94,24370,2,DOTWXYZ56780124
2609,Goodyear,215/60R16,Scrap,Unknown,8.924304325,86.46467791,2841,04-04-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,0.32,21475,12,DOTEFGH90124822
2610,Pirelli,215/60R16,Scrap,Unknown,16.1295499,88.65929451,93027,09-08-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0.22,10390,4,DOTEFGH90124822
2611,Michelin,215/60R16,Scrap,Unknown,9.157692025,91.75835792,57547,27-07-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,1.31,34860,12,DOTMNOP78901520
2612,Pirelli,215/60R16,Scrap,"Japallevaripalle, Rompicherla, Chittoor District, Andhra Pradesh, India",13.7599416,79.037102,61490,30-08-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,1.57,30811,7,DOTEFGH90124822
2613,Bridgestone,225/50R17,Used,"Bodla Tahsil, Kabirdham District, Chhattisgarh, India",21.87740276,80.8870398,30225,13-10-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0.24,22772,9,DOTEFGH90124822
2614,Continental,225/50R17,Scrap,Unknown,20.42420817,91.32051475,84232,07-06-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,0.31,35421,7,DOTWXYZ56780124
2615,Michelin,235/45R17,Used,"Birni, Giridih District, Jharkhand, 825218, India",24.18606993,85.97494004,93602,23-09-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0.64,51573,7,DOTABCD12343523
2616,Goodyear,205/55R16,Scrap,Unknown,16.79251559,87.07388298,5415,21-09-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0.78,36762,1,DOTMNOP78901520
2617,Goodyear,205/55R16,Scrap,"Kalaspur, Satephal, Kalamb, Yavatmal, Maharashtra, 445401, India",20.52036395,78.35860212,19854,16-06-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0.08,40690,1,DOTABCD12343523
2618,Continental,215/60R16,Scrap,"Vellore, Vellore District, Tamil Nadu, 632010, India",12.91504828,79.09331536,3672,07-07-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0.06,28810,3,DOTWXYZ56780124
2619,Bridgestone,225/50R17,Used,"বদরগঞ্জ উপজেলা, রংপুর জেলা, রংপুর বিভাগ, বাংলাদেশ",25.61227966,89.04585906,96721,17-02-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,1.46,20862,9,DOTEFGH90124822
2620,Goodyear,235/45R17,Scrap,"Reserved Forest, Shivpuri Tahsil, Shivpuri District, Madhya Pradesh, India",25.8063439,77.81572228,78496,06-10-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,1.87,43644,3,DOTWXYZ56780124
2621,Michelin,235/45R17,Scrap,Unknown,10.61720266,84.93444616,7546,03-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,1.48,62311,5,DOTEFGH90124822
2622,Pirelli,235/45R17,Used,"Durg, Durg Tahsil, Durg District, Chhattisgarh, 491002, India",21.17406866,81.29368328,68036,06-08-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,1.4,60256,11,DOTMNOP78901520
2623,Bridgestone,235/45R17,Scrap,"Ashta Tahsil, Sehore District, Madhya Pradesh, 466116, India",22.96525081,76.73095013,57377,23-01-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0.77,37869,7,DOTWXYZ56780124
2624,Continental,215/60R16,Used,Unknown,18.97606353,87.58562086,44151,20-12-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,1.18,8068,2,DOTMNOP78901520
2625,Bridgestone,215/60R16,Scrap,Unknown,13.35941289,89.53675179,32612,07-11-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,0.53,35220,2,DOTIJKL34562719
2626,Bridgestone,215/60R16,Used,Unknown,13.92532835,89.53877151,2745,29-04-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,1.25,59420,12,DOTIJKL34562719
2627,Michelin,235/45R17,Scrap,"Shaligouraram mandal, Nalgonda District, Telangana, 508210, India",17.26246058,79.36123329,2820,02-05-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0.33,37765,12,DOTMNOP78901520
2628,Michelin,225/50R17,Scrap,Unknown,12.94492836,86.60877891,71664,30-05-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0.87,53623,3,DOTWXYZ56780124
2629,Continental,235/45R17,Scrap,Unknown,11.77202916,90.99522066,63148,08-06-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,0.06,62145,5,DOTMNOP78901520
2630,Bridgestone,215/60R16,Scrap,"Mallapuram, Vidapanakal, Anantapur District, Andhra Pradesh, India",14.95713898,77.12243968,47554,22-06-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0.71,50202,6,DOTEFGH90124822
2631,Bridgestone,205/55R16,Scrap,Unknown,17.44786444,88.72506945,20008,12-03-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,1.24,57404,7,DOTMNOP78901520
2632,Continental,205/55R16,Scrap,"Arinaganahalli, Kolar taluk, Kolar District, Karnataka, 563126, India",13.2192312,78.14721523,94865,29-03-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,0.22,41910,8,DOTIJKL34562719
2633,Goodyear,225/50R17,Used,"Tīmanpur, Sinapali, Nuapada District, Odisha, India",20.12793622,82.57266825,70437,04-02-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,1.59,12718,5,DOTABCD12343523
2634,Continental,215/60R16,Scrap,"Samanda, East Garo Hills District, Meghalaya, India",25.62239821,90.47523714,68082,09-07-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,1.11,57034,1,DOTMNOP78901520
2635,Continental,205/55R16,Used,"Bhaiyathan Tahsil, Surajpur District, Chhattisgarh, 497266, India",23.26296934,82.99760562,28751,24-05-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0.58,10199,3,DOTMNOP78901520
2636,Pirelli,235/45R17,Used,Unknown,9.826654075,87.30540118,31038,25-08-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,1.86,36687,3,DOTEFGH90124822
2637,Goodyear,235/45R17,Used,Unknown,13.12280237,87.77155297,14236,25-04-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,1.82,14867,5,DOTMNOP78901520
2638,Bridgestone,235/45R17,Used,"Tirunelveli, Tirunelveli District, Tamil Nadu, 627001, India",8.771527552,77.64946509,23853,28-10-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,1.81,56335,8,DOTMNOP78901520
2639,Goodyear,235/45R17,Used,Unknown,9.601015803,84.26739711,3485,27-05-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,1.93,70756,8,DOTWXYZ56780124
2640,Goodyear,215/60R16,Scrap,"Punasa Tahsil, Khandwa District, Madhya Pradesh, India",22.3221168,76.55315395,19433,25-01-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0.46,33471,5,DOTIJKL34562719
2641,Continental,225/50R17,Scrap,"Harirampur, Dakshin Dinajpur District, West Bengal, 733125, India",25.39431465,88.2650138,62228,10-03-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0.8,55876,10,DOTMNOP78901520
2642,Continental,225/50R17,Used,"Garautha, Jhansi District, Uttar Pradesh, India",25.73511172,79.29619785,95967,22-01-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0.06,42313,9,DOTMNOP78901520
2643,Bridgestone,215/60R16,Used,"Mirzapur, Mirzapur District, Uttar Pradesh, 231001, India",25.21641434,82.47340872,66428,11-01-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0.32,25143,6,DOTWXYZ56780124
2644,Michelin,235/45R17,Used,India,18.35564207,84.43089254,86196,27-05-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,1.68,5284,9,DOTMNOP78901520
2645,Michelin,225/50R17,Scrap,Unknown,15.56764538,82.83500338,66186,15-01-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,1.99,79474,6,DOTIJKL34562719
2646,Michelin,215/60R16,Used,Unknown,18.80955801,89.21901067,1289,16-07-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,1.21,19182,2,DOTMNOP78901520
2647,Continental,215/60R16,Scrap,"Dariapur, Saran District, Bihar, 841435, India",25.82170175,84.95996049,37765,09-09-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0.75,51964,9,DOTABCD12343523
2648,Pirelli,235/45R17,Scrap,"Achampet mandal, Nagarkurnool District, Telangana, India",16.42354983,79.0164365,20023,18-11-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,1.64,8312,10,DOTMNOP78901520
2649,Continental,205/55R16,Used,Unknown,18.09388231,87.57681415,99825,31-01-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,0.03,62658,6,DOTEFGH90124822
2650,Michelin,205/55R16,Scrap,"Bānki, Tonto, West Singhbhum District, Jharkhand, India",22.37113726,85.48706299,56151,23-03-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,1.03,38538,10,DOTABCD12343523
2651,Goodyear,205/55R16,Scrap,Unknown,17.58568791,88.81111144,84696,09-07-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0.55,32197,12,DOTMNOP78901520
2652,Continental,225/50R17,Scrap,Unknown,13.1060066,87.07252164,58237,15-01-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0.12,11534,3,DOTIJKL34562719
2653,Bridgestone,225/50R17,Scrap,Unknown,10.05464833,81.29327435,83205,16-06-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0.02,47782,12,DOTABCD12343523
2654,Pirelli,215/60R16,Scrap,Unknown,17.87976244,90.10849609,96801,11-12-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0.38,30184,12,DOTEFGH90124822
2655,Bridgestone,215/60R16,Used,Unknown,8.671038047,79.63164515,96799,30-06-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0.71,19029,6,DOTWXYZ56780124
2656,Bridgestone,225/50R17,Used,Unknown,12.1023003,89.51971655,39278,06-10-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B,0.08,43900,12,DOTEFGH90124822
2657,Continental,215/60R16,Scrap,"Katoria, Banka District, Bihar, 814131, India",24.84816309,86.7268696,20036,11-06-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0.98,60960,5,DOTIJKL34562719
2658,Continental,235/45R17,Used,"Wadrafnagar Tahsil, Balrampur District, Chhattisgarh, 497225, India",23.77928344,82.91225193,73153,04-06-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0.91,26070,11,DOTEFGH90124822
2659,Michelin,205/55R16,Scrap,Unknown,11.17509433,87.66881308,54540,10-01-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,0.44,36421,11,DOTIJKL34562719
2660,Bridgestone,235/45R17,Scrap,Unknown,11.12981906,89.99018252,28033,01-12-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,1.78,18499,11,DOTABCD12343523
2661,Michelin,215/60R16,Used,"Joshipur, Jashipur, Mayurbhanj District, Odisha, 757034, India",21.95974372,86.05750134,29250,16-10-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,0.13,17460,12,DOTABCD12343523
2662,Pirelli,215/60R16,Used,"চাটমোহর, চাটমোহর উপজেলা, পাবনা জেলা, রাজশাহী বিভাগ, বাংলাদেশ",24.26646718,89.26724467,33526,03-09-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,1.08,20983,6,DOTMNOP78901520
2663,Continental,205/55R16,Scrap,"SH11, Dadenggiri, West Garo Hills District, Meghalaya, India",25.74191552,90.09120556,83387,15-03-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A,0.55,54875,11,DOTWXYZ56780124
